image_name,class_label,gt_crop,gt_disease,r3_consensus_crop,r3_consensus_disease,r3_consensus_diseased,r3_mean_confidence,r3_crop_agreement,r3_disease_agreement,r1_consensus_crop,r1_consensus_disease,r1_consensus_diseased,r1_mean_confidence,r1_crop_agreement,r1_disease_agreement,baseline_crop_correct,baseline_disease_correct,baseline_both_correct,consensus_crop_correct,consensus_disease_correct,consensus_both_correct,r1_qwen2.5vl:7b_crop,r1_qwen2.5vl:7b_disease,r1_qwen2.5vl:7b_both_correct,r2_qwen2.5vl:7b_crop,r2_qwen2.5vl:7b_disease,r2_qwen2.5vl:7b_both_correct,r3_qwen2.5vl:7b_crop,r3_qwen2.5vl:7b_disease,r3_qwen2.5vl:7b_both_correct,r2_qwen2.5vl:7b_influenced_by,r3_qwen2.5vl:7b_influenced_by,r2_qwen2.5vl:7b_disease_changed,r3_qwen2.5vl:7b_disease_changed,r1_qwen2.5vl:3b_crop,r1_qwen2.5vl:3b_disease,r1_qwen2.5vl:3b_both_correct,r2_qwen2.5vl:3b_crop,r2_qwen2.5vl:3b_disease,r2_qwen2.5vl:3b_both_correct,r3_qwen2.5vl:3b_crop,r3_qwen2.5vl:3b_disease,r3_qwen2.5vl:3b_both_correct,r2_qwen2.5vl:3b_influenced_by,r3_qwen2.5vl:3b_influenced_by,r2_qwen2.5vl:3b_disease_changed,r3_qwen2.5vl:3b_disease_changed,r1_llava:7b_crop,r1_llava:7b_disease,r1_llava:7b_both_correct,r2_llava:7b_crop,r2_llava:7b_disease,r2_llava:7b_both_correct,r3_llava:7b_crop,r3_llava:7b_disease,r3_llava:7b_both_correct,r2_llava:7b_influenced_by,r3_llava:7b_influenced_by,r2_llava:7b_disease_changed,r3_llava:7b_disease_changed
g (63).png,"Citrus,Greening",Citrus,Greening,Citrus,Healthy,0,0.9666666666666667,1.0,0.675,Citrus,Healthy,0,0.925,1.0,0.662,1,0,0,1,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Healthy,0,qwen2.5vl:7b,None,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,None,None,0,0,Citrus,Healthy,0,Citrus,Greening,1,Citrus,Greening,1,None,qwen2.5vl:3b,1,0
49.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.662,1,1,1,1,1,1,Citrus,Greening,0,Citrus,Healthy,1,Citrus,Healthy,1,None,None,1,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,"qwen2.5vl:7b, llava:7b",0,0
6.png.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.95,1.0,0.662,1,1,1,1,1,1,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Healthy,1,qwen2.5vl:7b,None,0,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,qwen2.5vl:3b,qwen2.5vl:3b,0,0
114.p.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,0.9666666666666667,1.0,1.0,Citrus,Black Spot,1,0.925,1.0,1.0,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,None,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,"qwen2.5vl:7b, llava:7b",0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Qwen2.5vl:7b and qwen2.5vl:3b,qwen2.5vl:7b and llava:7b,0,0
1.png.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Greening,1,0.9666666666666667,1.0,1.0,Citrus,Greening,1,0.875,1.0,0.675,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:3b,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,None,0,0,Citrus,Healthy,1,Citrus,Greening,0,Citrus,Greening,0,None,None,1,0
147.p.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,1.0,1.0,0.662,Citrus,Black Spot,1,0.875,1.0,0.662,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,"qwen2.5vl:7b, llava:7b",0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Peer assessments qwen2.5vl:7b,,0,0
53.pn.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,1.0,1.0,1.0,Citrus,Black Spot,1,0.8833333333333333,1.0,1.0,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,None,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,qwen2.5vl:7b and llava:7b,,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,qwen2.5vl:7b,"qwen2.5vl:7b, llava:7b",0,0
27.pn.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,0.9333333333333332,1.0,1.0,Citrus,Black Spot,1,0.925,1.0,0.662,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Black Spot,0,None,llava:7b,0,1,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,AGREE with qwen2.5vl:7b,qwen2.5vl:7b and llava:7b,0,0
44.pn.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,0.9666666666666667,1.0,1.0,Citrus,Black Spot,1,0.9166666666666666,1.0,0.662,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,,llava:7b,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Black Spot,0,None,qwen2.5vl:7b,0,1,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,qwen2.5vl:7b,qwen2.5vl:7b,0,0
78.jpg,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Black Spot,1,0.9666666666666667,1.0,1.0,Citrus,Black Spot,1,0.875,1.0,1.0,1,1,1,1,1,1,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,None,None,0,0,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,qwen2.5vl:7b and llava:7b,None,0,0,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,qwen2.5vl:7b,"qwen2.5vl:7b, llava:7b",0,0
g (178).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,0,1.0,1.0,0.662,Citrus,Greening,1,0.825,1.0,0.675,1,1,1,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:3b,None,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Healthy,0,llava:7b,,0,1,Citrus,Healthy,0,Citrus,Greening,1,Citrus,Greening,1,None,None,1,0
g (156).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.6666666666666666,1.0,0.662,Citrus,Greening,1,0.875,1.0,0.675,1,1,1,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:3b,None,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Black Spot,0,qwen2.5vl:7b,"<exact peer name who changed your verdict, or None>",0,1,Citrus,Healthy,0,Citrus,Greening,1,Citrus,Greening,1,Qwen2.5vl:7b,None,1,0
19.pn.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,0.9666666666666667,1.0,0.662,Citrus,Black Spot,1,0.9166666666666666,1.0,0.662,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:7b,"qwen2.5vl:7b, llava:7b",0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,qwen2.5vl:7b and llava:7b,0,0
14.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Greening,1,0.9333333333333332,1.0,1.0,Citrus,Black Spot,1,0.875,1.0,0.338,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:3b,qwen2.5vl:3b,1,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:3b,"qwen2.5vl:3b, llava:7b",0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Greening,0,None,AGREE,0,1
g (73).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.9666666666666667,1.0,0.675,Citrus,Black Spot,1,0.875,1.0,0.338,1,0,0,1,1,1,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Greening,1,None,qwen2.5vl:3b,0,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:7b,qwen2.5vl:3b,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,None,None,0,0
22.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.662,1,1,1,1,1,1,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Healthy,1,None,None,0,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,qwen2.5vl:3b,qwen2.5vl:3b,0,0
g (37).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.95,1.0,1.0,Citrus,Greening,1,0.875,1.0,0.675,1,1,1,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,None,qwen2.5vl:3b,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:7b,,0,0,Citrus,Healthy,0,Citrus,Greening,1,Citrus,Greening,1,None,None,1,0
121.p.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,0.95,1.0,1.0,Citrus,Black Spot,1,0.9,1.0,0.662,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,"qwen2.5vl:7b, llava:7b",0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Black Spot,0,None,llava:7b,0,1,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Qwen2.5vl:7b,qwen2.5vl:7b and llava:7b,0,0
29.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.662,1,1,1,1,1,1,Citrus,Greening,0,Citrus,Greening,0,Citrus,Healthy,1,None,None,0,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,qwen2.5vl:3b,qwen2.5vl:3b,0,0
b (176).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Greening,1,0.9333333333333332,1.0,0.675,Citrus,Greening,1,0.925,1.0,0.338,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,qwen2.5vl:7b,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,0,None,qwen2.5vl:7b,0,1,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,Qwen2.5vl:7b,qwen2.5vl:7b,0,0
g (188).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.9666666666666667,1.0,1.0,Citrus,Greening,1,0.875,1.0,0.675,1,1,1,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:3b,None,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,"qwen2.5vl:3b, llava:7b",None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,1,None,None,0,1
b (169).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Greening,1,0.95,1.0,0.675,Citrus,Greening,1,0.875,1.0,0.675,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,qwen2.5vl:3b,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,qwen2.5vl:3b,0,0,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,None,None,0,0
b (196).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Greening,1,0.9666666666666667,1.0,0.675,Citrus,Greening,1,0.8833333333333333,1.0,0.675,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,qwen2.5vl:3b,0,0,Citrus,Canker,0,Citrus,Canker,0,Citrus,Canker,0,None,None,0,0
86.pn.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,0.9666666666666667,1.0,1.0,Citrus,Black Spot,1,0.9500000000000001,1.0,0.662,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,llava:7b,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Black Spot,0,None,llava:7b,0,1,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,qwen2.5vl:7b,None,0,0
b (180).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Greening,1,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.662,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,0,llava:7b,None,0,1,Citrus,Healthy,0,Citrus,Greening,0,Citrus,Greening,0,Qwen2.5vl:7b,None,1,0
b (205).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Healthy,0,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.662,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Healthy,0,qwen2.5vl:7b,None,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,Qwen2.5vl:7b,qwen2.5vl:7b,0,0
151.p.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,0.9666666666666667,1.0,1.0,Citrus,Black Spot,1,0.9166666666666666,1.0,1.0,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,None,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,"qwen2.5vl:7b, llava:7b",0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,qwen2.5vl:3b,None,0,0
19.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,"qwen2.5vl:7b, llava:7b",None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,qwen2.5vl:7b,qwen2.5vl:7b and qwen2.5vl:3b,0,0
53.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,0.6666666666666666,1.0,0.338,Citrus,Healthy,0,0.925,1.0,0.662,1,1,1,1,1,1,Citrus,Greening,0,Citrus,Greening,0,Citrus,Healthy,1,None,None,0,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Black Spot,0,None,"<exact peer name who changed your verdict, or None>",0,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Greening,0,qwen2.5vl:3b,qwen2.5vl:3b,0,1
g (32).png,"Citrus,Greening",Citrus,Greening,Citrus,Healthy,0,0.9666666666666667,1.0,0.675,Citrus,Healthy,0,0.925,1.0,0.662,1,0,0,1,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Healthy,0,None,None,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,1,None,qwen2.5vl:7b,0,1
b (139).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Healthy,1,0.9666666666666667,1.0,0.338,Citrus,Greening,1,0.9500000000000001,1.0,0.338,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Healthy,0,None,None,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,0,None,qwen2.5vl:7b,0,1,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,AGREE with qwen2.5vl:7b,None,0,0
57.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Greening,1,0.9666666666666667,1.0,1.0,Citrus,Greening,1,0.875,1.0,0.675,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:3b,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,qwen2.5vl:3b,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Greening,0,None,qwen2.5vl,0,1
30.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.95,1.0,0.662,1,1,1,1,1,1,Citrus,Greening,0,Citrus,Healthy,1,Citrus,Healthy,1,None,None,1,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,qwen2.5vl:7b,qwen2.5vl:7b and qwen2.5vl:3b,0,0
b (282).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Healthy,0,0.5,1.0,0.662,Citrus,Healthy,0,0.925,1.0,0.662,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Healthy,0,qwen2.5vl:7b,None,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Black Spot,1,None,"<exact peer name who changed your verdict, or None>",0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,qwen2.5vl:7b,qwen2.5vl:7b,0,0
b (181).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Black Spot,1,0.9666666666666667,1.0,0.662,Citrus,Black Spot,1,0.9166666666666666,1.0,0.338,1,1,1,1,1,1,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,None,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,None,0,0,Citrus,Canker,0,Citrus,Canker,0,Citrus,Black Spot,1,None,qwen2.5vl:7b,0,1
b (243).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Black Spot,0,1.0,1.0,0.662,Citrus,Black Spot,1,0.8999999999999999,1.0,0.675,1,1,1,1,1,1,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,qwen2.5vl:3b,None,0,0,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Healthy,0,qwen2.5vl:7b,,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Black Spot,1,AGREE with qwen2.5vl:7b,None,0,1
bl (3).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Greening,1,1.0,1.0,1.0,Citrus,Greening,1,0.875,1.0,0.675,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:3b,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:7b,,0,0,Citrus,Healthy,0,Citrus,Greening,0,Citrus,Greening,0,AGREE with qwen2.5vl:7b and qwen2.5vl:3b,qwen2.5vl:7b,1,0
g (89).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.9666666666666667,1.0,1.0,Citrus,Greening,1,0.875,1.0,0.675,1,1,1,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,None,qwen2.5vl:3b,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:7b,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,1,,None,0,1
b (85).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Black Spot,1,0.9666666666666667,1.0,1.0,Citrus,Black Spot,1,0.9,1.0,0.662,1,1,1,1,1,1,Citrus,Greening,0,Citrus,Black Spot,1,Citrus,Black Spot,1,None,None,1,0,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,None,qwen2.5vl:7b and llava:7b,0,0,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,None,qwen2.5vl:7b and llava:7b,0,0
b (189).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.9,1.0,0.662,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Healthy,0,None,None,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,None,,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,None,"qwen2.5vl:7b, qwen2.5vl:3b",0,0
g (5).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.9666666666666667,1.0,1.0,Citrus,Greening,1,0.875,1.0,0.675,1,1,1,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:3b,None,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:7b,None,0,0,Citrus,Healthy,0,Citrus,Greening,1,Citrus,Greening,1,None,None,1,0
b (242).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Black Spot,1,1.0,1.0,0.662,Citrus,Black Spot,1,0.9166666666666666,1.0,0.662,1,1,1,1,1,1,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,None,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:3b,,0,0,Citrus,Black Spot,1,Citrus,Black Spot,1,Citrus,Black Spot,1,Qwen2.5vl:7b,qwen2.5vl:7b,0,0
15.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.925,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,llava:7b,llava:7b,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,None,qwen2.5vl:3b and llava:7b,0,0
g (2).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.5,1.0,0.662,Citrus,Greening,1,0.875,1.0,0.675,1,1,1,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:3b,qwen2.5vl:3b,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Black Spot,0,qwen2.5vl:7b,"<exact peer name who changed your verdict, or None>",0,1,Citrus,Healthy,0,Citrus,Greening,1,Citrus,Greening,1,None,None,1,0
24.pn.png,"Citrus,Canker",Citrus,Canker,Citrus,Greening,1,0.9666666666666667,1.0,0.675,Citrus,Greening,1,0.875,1.0,0.675,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,None,qwen2.5vl:3b,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,None,None,0,0
85.pn.png,"Citrus,Canker",Citrus,Canker,Citrus,Black Spot,1,0.9666666666666667,1.0,0.662,Citrus,Black Spot,1,0.875,1.0,0.338,1,0,0,1,0,0,Citrus,Black Spot,0,Citrus,Black Spot,0,Citrus,Black Spot,0,qwen2.5vl:3b,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:3b,qwen2.5vl:3b,0,0,Citrus,Healthy,0,Citrus,Black Spot,0,Citrus,Black Spot,0,qwen2.5vl:7b,qwen2.5vl:7b,1,0
g (197).png,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.9666666666666667,1.0,1.0,Citrus,Greening,1,0.9166666666666666,1.0,0.675,1,1,1,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:3b,None,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,qwen2.5vl:7b,qwen2.5vl:3b,0,0,Citrus,Healthy,0,Citrus,Greening,1,Citrus,Greening,1,None,None,1,0
b (145).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.9333333333333332,1.0,0.662,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Healthy,0,None,None,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,None,,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,AGREE with qwen2.5vl:3b,None,0,0
20.pn.png,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,0.6666666666666666,1.0,0.662,Citrus,Healthy,0,0.925,1.0,0.662,1,1,1,1,1,1,Citrus,Greening,0,Citrus,Healthy,1,Citrus,Healthy,1,None,None,1,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Black Spot,0,None,"<exact peer name who changed your verdict, or None>",0,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,qwen2.5vl:7b,qwen2.5vl:7b and qwen2.5vl:3b,0,0
b (259).png,"Citrus,Black Spot",Citrus,Black Spot,Citrus,Greening,1,0.9666666666666667,1.0,0.675,Citrus,Greening,1,0.875,1.0,0.675,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:3b,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,qwen2.5vl:7b,qwen2.5vl:3b,0,0,Citrus,Healthy,0,Citrus,Greening,0,Citrus,Healthy,0,None,None,1,1
g (79).png,"Citrus,Greening",Citrus,Greening,Citrus,Healthy,0,0.9666666666666667,1.0,0.675,Citrus,Healthy,0,0.925,1.0,0.662,1,0,0,1,0,0,Citrus,Greening,1,Citrus,Greening,1,Citrus,Healthy,0,qwen2.5vl:7b,None,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,1,qwen2.5vl:7b,qwen2.5vl:7b,0,1
