image_name,class_label,gt_crop,gt_disease,r3_consensus_crop,r3_consensus_disease,r3_consensus_diseased,r3_mean_confidence,r3_crop_agreement,r3_disease_agreement,r1_consensus_crop,r1_consensus_disease,r1_consensus_diseased,r1_mean_confidence,r1_crop_agreement,r1_disease_agreement,baseline_crop_correct,baseline_disease_correct,baseline_both_correct,consensus_crop_correct,consensus_disease_correct,consensus_both_correct,r1_qwen2.5vl:7b_crop,r1_qwen2.5vl:7b_disease,r1_qwen2.5vl:7b_both_correct,r2_qwen2.5vl:7b_crop,r2_qwen2.5vl:7b_disease,r2_qwen2.5vl:7b_both_correct,r3_qwen2.5vl:7b_crop,r3_qwen2.5vl:7b_disease,r3_qwen2.5vl:7b_both_correct,r2_qwen2.5vl:7b_reverted,r3_qwen2.5vl:7b_reverted,r2_qwen2.5vl:7b_influenced_by,r3_qwen2.5vl:7b_influenced_by,r2_qwen2.5vl:7b_disease_changed,r3_qwen2.5vl:7b_disease_changed,r1_llava:7b_crop,r1_llava:7b_disease,r1_llava:7b_both_correct,r2_llava:7b_crop,r2_llava:7b_disease,r2_llava:7b_both_correct,r3_llava:7b_crop,r3_llava:7b_disease,r3_llava:7b_both_correct,r2_llava:7b_reverted,r3_llava:7b_reverted,r2_llava:7b_influenced_by,r3_llava:7b_influenced_by,r2_llava:7b_disease_changed,r3_llava:7b_disease_changed,r1_qwen2.5vl:3b_crop,r1_qwen2.5vl:3b_disease,r1_qwen2.5vl:3b_both_correct,r2_qwen2.5vl:3b_crop,r2_qwen2.5vl:3b_disease,r2_qwen2.5vl:3b_both_correct,r3_qwen2.5vl:3b_crop,r3_qwen2.5vl:3b_disease,r3_qwen2.5vl:3b_both_correct,r2_qwen2.5vl:3b_reverted,r3_qwen2.5vl:3b_reverted,r2_qwen2.5vl:3b_influenced_by,r3_qwen2.5vl:3b_influenced_by,r2_qwen2.5vl:3b_disease_changed,r3_qwen2.5vl:3b_disease_changed
Red_scale_003.jpg,"Citrus,Red Scale",Citrus,Red Scale,Citrus,Greasy Spot,1,0.95,1.0,0.669,Citrus,Greasy Spot,1,0.875,1.0,0.669,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,qwen2.5vl:3b,0,0,Citrus,Red Scale,1,Citrus,Greasy Spot,0,Citrus,Red Scale,1,0,0,None,None,1,1,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,qwen2.5vl:3b,0,0
Zn_021.jpg,"Citrus,Zinc Deficiency",Citrus,Zinc Deficiency,Citrus,Iron Deficiency,1,0.9666666666666667,1.0,0.669,Citrus,Healthy,0,0.925,1.0,0.656,1,0,0,1,0,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Iron Deficiency,0,0,0,None,qwen2.5vl:7b,0,1
Zn_023.jpg,"Citrus,Zinc Deficiency",Citrus,Zinc Deficiency,Citrus,Greening,1,0.9666666666666667,1.0,0.656,Citrus,Healthy,0,0.9166666666666666,1.0,0.656,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,llava:7b,llava:7b,1,0,Citrus,Healthy,0,Citrus,Greening,0,Citrus,Greening,0,0,0,qwen2.5vl:7b,llava:7b,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,0,0,0,None,llava:7b,0,1
Zn_034.jpg,"Citrus,Zinc Deficiency",Citrus,Zinc Deficiency,Citrus,Magnesium Deficiency,1,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.95,1.0,0.656,1,0,0,1,0,0,Citrus,Magnesium Deficiency,0,Citrus,Magnesium Deficiency,0,Citrus,Magnesium Deficiency,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Magnesium Deficiency,0,Citrus,Magnesium Deficiency,0,0,0,qwen2.5vl:7b,qwen2.5vl:7b,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Magnesium Deficiency,0,0,0,None,qwen2.5vl:7b,0,1
N_018.jpg,"Citrus,Nitrogen Deficiency",Citrus,Nitrogen Deficiency,Citrus,Greasy Spot,0,0.95,1.0,0.675,Citrus,Healthy,0,0.925,1.0,0.656,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,,0,0
Red_scale_sequelae_020.jpg,"Citrus,Red Scale Sequelae",Citrus,Red Scale Sequelae,Citrus,Leaf Miner,1,0.9666666666666667,1.0,0.675,Citrus,Greasy Spot,1,0.9166666666666666,1.0,0.344,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Leaf Miner,0,0,0,None,llava:7b,0,1,Citrus,Leaf Miner,0,Citrus,Leaf Miner,0,Citrus,Leaf Miner,0,0,0,qwen2.5vl:7b,llava:7b,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greening,0,0,0,None,llava:7b,0,0
HLB_006.jpg,"Citrus,Greening",Citrus,Greening,Citrus,Greening,1,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.656,1,0,0,1,1,1,Citrus,Greening,1,Citrus,Greening,1,Citrus,Greening,1,0,0,None,llava:7b,0,0,Citrus,Healthy,0,Citrus,Greening,1,Citrus,Greening,1,0,0,Qwen2.5vl:7b,qwen2.5vl:7b,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greening,1,0,0,None,qwen2.5vl:7b,0,1
Healthy_055.jpg,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,0.6666666666666666,1.0,0.656,Citrus,Healthy,0,0.95,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Magnesium Deficiency,0,0,0,None,"<exact peer name who changed your verdict, or None>",0,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0
Greasy_spot_005.jpg,"Citrus,Greasy Spot",Citrus,Greasy Spot,Citrus,Greasy Spot,1,1.0,1.0,0.675,Citrus,Greasy Spot,1,0.8500000000000001,1.0,0.675,1,1,1,1,1,1,Citrus,Greasy Spot,1,Citrus,Greasy Spot,1,Citrus,Greasy Spot,1,0,0,None,None,0,0,Citrus,Greasy Spot,1,Citrus,Greasy Spot,1,Citrus,Greasy Spot,1,0,0,qwen2.5vl:7b,qwen2.5vl:7b,0,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,0,0,None,llava:7b,0,0
N_016.jpg,"Citrus,Nitrogen Deficiency",Citrus,Nitrogen Deficiency,Citrus,Healthy,0,0.6666666666666666,1.0,0.675,Citrus,Healthy,0,0.925,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Magnesium Deficiency,0,0,0,None,"<exact peer name who changed your verdict, or None>",0,1
Citrus_leafminer_091.jpg,"Citrus,Leaf Miner",Citrus,Leaf Miner,Citrus,Leaf Miner,1,1.0,1.0,0.675,Citrus,Greasy Spot,1,0.925,1.0,0.344,1,0,0,1,1,1,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Leaf Miner,1,0,0,llava:7b and qwen2.5vl:3b,None,0,1,Citrus,Leaf Miner,1,Citrus,Leaf Miner,1,Citrus,Leaf Miner,1,0,0,qwen2.5vl:7b,qwen2.5vl:7b,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,,0,0
Texas_mite_021.jpg,"Citrus,Texas Mite",Citrus,Texas Mite,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.95,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Healthy_036.jpg,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.9666666666666667,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,llava:7b,0,0
HLB_027.jpg,"Citrus,Greening",Citrus,Greening,Citrus,Healthy,0,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.9500000000000001,1.0,0.656,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Healthy,0,0,0,None,None,0,1,Citrus,Healthy,0,Citrus,Greasy Spot,0,Citrus,Healthy,0,0,0,None,llava:7b and qwen2.5vl:3b,1,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Mn_020.jpg,"Citrus,Manganese Deficiency",Citrus,Manganese Deficiency,Citrus,Greasy Spot,1,0.9666666666666667,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.656,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,0,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,qwen2.5vl:7b,qwen2.5vl:7b,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,0,0,None,"llava:7b, qwen2.5vl:3b",0,1
Fe_069.jpg,"Citrus,Iron Deficiency",Citrus,Iron Deficiency,Citrus,Healthy,0,0.6666666666666666,1.0,0.675,Citrus,Healthy,0,0.925,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Magnesium Deficiency,0,0,0,None,"<exact peer name who changed your verdict, or None>",0,1
Healthy_014.jpg,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,"Qwen2.5vl:7b, qwen2.5vl:3b",None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0
Fe_071.jpg,"Citrus,Iron Deficiency",Citrus,Iron Deficiency,Citrus,Healthy,0,0.6666666666666666,1.0,0.675,Citrus,Healthy,0,0.925,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,llava:7b and qwen2.5vl:3b,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Magnesium Deficiency,0,0,0,None,"<exact peer name who changed your verdict, or None>",0,1
Texas_mite_059.jpg,"Citrus,Texas Mite",Citrus,Texas Mite,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,qwen2.5vl:7b and qwen2.5vl:3b,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,qwen2.5vl:7b and llava:7b,0,0
Healthy_046.jpg,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,0.6666666666666666,1.0,0.675,Citrus,Healthy,0,0.925,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Magnesium Deficiency,0,0,0,None,"<exact peer name who changed your verdict, or None>",0,1
Citrus_leafminer_036.jpg,"Citrus,Leaf Miner",Citrus,Leaf Miner,Citrus,Red Scale,1,0.9666666666666667,1.0,0.656,Citrus,Leaf Miner,1,0.925,1.0,0.344,1,1,1,1,0,0,Citrus,Leaf Miner,1,Citrus,Leaf Miner,1,Citrus,Leaf Miner,1,0,0,llava:7b,None,0,0,Citrus,Red Scale,0,Citrus,Red Scale,0,Citrus,Red Scale,0,0,0,None,llava:7b,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Red Scale,0,0,0,None,llava:7b,0,1
Citrus_leafminer_059.jpg,"Citrus,Leaf Miner",Citrus,Leaf Miner,Citrus,Greasy Spot,1,0.9333333333333332,1.0,1.0,Citrus,Healthy,0,0.9,1.0,0.656,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,0,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,qwen2.5vl:7b,llava:7b,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,0,1
Mg_010.jpg,"Citrus,Magnesium Deficiency",Citrus,Magnesium Deficiency,Citrus,Iron Deficiency,1,1.0,1.0,1.0,Citrus,Iron Deficiency,1,0.9166666666666666,1.0,0.656,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,0,0,None,None,1,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,0,0,,qwen2.5vl:7b and qwen2.5vl:3b,0,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,0,0,None,"llava:7b, qwen2.5vl:3b",0,0
Fe_038.jpg,"Citrus,Iron Deficiency",Citrus,Iron Deficiency,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.95,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Red_scale_sequelae_068.jpg,"Citrus,Red Scale Sequelae",Citrus,Red Scale Sequelae,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.656,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greasy Spot,0,Citrus,Healthy,0,0,0,None,None,1,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,"qwen2.5vl:7b, qwen2.5vl:3b",0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Red_scale_sequelae_097.jpg,"Citrus,Red Scale Sequelae",Citrus,Red Scale Sequelae,Citrus,Iron Deficiency,1,0.9666666666666667,1.0,1.0,Citrus,Greening,1,0.925,1.0,0.344,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greasy Spot,0,Citrus,Iron Deficiency,0,0,0,llava:7b and qwen2.5vl:3b,llava:7b,1,1,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,0,0,qwen2.5vl:7b,qwen2.5vl:7b,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Iron Deficiency,0,0,0,None,llava:7b,0,1
Red_scale_018.jpg,"Citrus,Red Scale",Citrus,Red Scale,Citrus,Greasy Spot,1,1.0,1.0,1.0,Citrus,Greasy Spot,1,0.9166666666666666,1.0,1.0,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,llava:7b and qwen2.5vl:3b,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,0,0
Red_scale_016.jpg,"Citrus,Red Scale",Citrus,Red Scale,Citrus,Greasy Spot,1,0.9666666666666667,1.0,1.0,Citrus,Greasy Spot,1,0.85,1.0,0.669,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,0,0,Citrus,Greening,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,,None,1,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,llava:7b,"qwen2.5vl:3b, llava:7b",0,0
Red_scale_029.jpg,"Citrus,Red Scale",Citrus,Red Scale,Citrus,Greasy Spot,1,0.9666666666666667,1.0,0.675,Citrus,Greasy Spot,1,0.9166666666666666,1.0,0.675,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,0,0,Citrus,Red Scale Sequelae,0,Citrus,Red Scale Sequelae,0,Citrus,Red Scale Sequelae,0,0,0,None,None,0,0
Red_scale_013.jpg,"Citrus,Red Scale",Citrus,Red Scale,Citrus,Greasy Spot,1,1.0,1.0,0.675,Citrus,Greasy Spot,1,0.9166666666666666,1.0,0.675,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,qwen2.5vl:7b,qwen2.5vl:7b,0,0,Citrus,Red Scale Sequelae,0,Citrus,Red Scale Sequelae,0,Citrus,Red Scale Sequelae,0,0,0,"qwen2.5vl:7b, llava:7b",None,0,0
N_017.jpg,"Citrus,Nitrogen Deficiency",Citrus,Nitrogen Deficiency,Citrus,Greasy Spot,1,1.0,1.0,0.675,Citrus,Healthy,0,0.925,1.0,0.656,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,llava:7b,llava:7b,0,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,,0,0
Citrus_leafminer_082.jpg,"Citrus,Leaf Miner",Citrus,Leaf Miner,Citrus,Greasy Spot,1,0.9333333333333332,1.0,0.675,Citrus,Greasy Spot,1,0.925,1.0,0.344,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,llava:7b,llava:7b,0,0,Citrus,Red Scale,0,Citrus,Red Scale,0,Citrus,Greasy Spot,0,0,0,,qwen2.5vl:7b,0,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Healthy_098.jpg,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,,0,0
N_005.jpg,"Citrus,Nitrogen Deficiency",Citrus,Nitrogen Deficiency,Citrus,Greasy Spot,1,0.6666666666666666,1.0,0.675,Citrus,Healthy,0,0.95,1.0,0.656,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,qwen2.5vl:7b,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Magnesium Deficiency,0,0,0,None,"<exact peer name who changed your verdict, or None>",0,1
N_009.jpg,"Citrus,Nitrogen Deficiency",Citrus,Nitrogen Deficiency,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,0.656,1,0,0,1,0,0,Citrus,Greening,0,Citrus,Greasy Spot,0,Citrus,Healthy,0,0,0,None,None,1,1,Citrus,Healthy,0,Citrus,Greening,0,Citrus,Healthy,0,0,0,None,None,1,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,,0,0
Texas_mite_083.jpg,"Citrus,Texas Mite",Citrus,Texas Mite,Citrus,Healthy,0,0.6666666666666666,1.0,0.675,Citrus,Healthy,0,0.925,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Magnesium Deficiency,0,0,0,None,"<exact peer name who changed your verdict, or None>",0,1
Healthy_020.jpg,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.95,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,,0,0
Red_scale_sequelae_050.jpg,"Citrus,Red Scale Sequelae",Citrus,Red Scale Sequelae,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.9500000000000001,1.0,0.656,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Healthy,0,0,0,None,None,0,1,Citrus,Healthy,0,Citrus,Greasy Spot,0,Citrus,Healthy,0,0,0,None,None,1,1,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Mn_022.jpg,"Citrus,Manganese Deficiency",Citrus,Manganese Deficiency,Citrus,Greasy Spot,1,0.9666666666666667,1.0,0.675,Citrus,Greasy Spot,1,0.9166666666666666,1.0,0.675,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,qwen2.5vl:7b,qwen2.5vl:7b,0,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,0,0,None,llava:7b,0,0
Mn_015.jpg,"Citrus,Manganese Deficiency",Citrus,Manganese Deficiency,Citrus,Greasy Spot,1,0.9833333333333334,1.0,1.0,Citrus,Greasy Spot,1,0.95,1.0,0.675,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,qwen2.5vl:7b,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,0,0,None,None,0,1
Fe_016.jpg,"Citrus,Iron Deficiency",Citrus,Iron Deficiency,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
N_010.jpg,"Citrus,Nitrogen Deficiency",Citrus,Nitrogen Deficiency,Citrus,Greasy Spot,0,0.9333333333333332,1.0,0.675,Citrus,Healthy,0,0.925,1.0,0.656,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,0,0,Citrus,Healthy,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,qwen2.5vl:7b,llava:7b,1,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Mn_011.jpg,"Citrus,Manganese Deficiency",Citrus,Manganese Deficiency,Citrus,Greasy Spot,1,0.9666666666666667,1.0,1.0,Citrus,Greasy Spot,1,0.9500000000000001,1.0,0.344,1,0,0,1,0,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,Citrus,Greasy Spot,0,0,0,None,None,0,0,Citrus,Greening,0,Citrus,Greening,0,Citrus,Greasy Spot,0,0,0,None,qwen2.5vl:7b,0,1,Citrus,Iron Deficiency,0,Citrus,Iron Deficiency,0,Citrus,Greasy Spot,0,0,0,None,llava:7b,0,1
Texas_mite_015.jpg,"Citrus,Texas Mite",Citrus,Texas Mite,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.95,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Texas_mite_044.jpg,"Citrus,Texas Mite",Citrus,Texas Mite,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,1.0,1,0,0,1,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0,Citrus,Healthy,0,Citrus,Healthy,0,Citrus,Healthy,0,0,0,None,None,0,0
Healthy_013.jpg,"Citrus,Healthy",Citrus,Healthy,Citrus,Healthy,0,1.0,1.0,1.0,Citrus,Healthy,0,0.925,1.0,1.0,1,1,1,1,1,1,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0,Citrus,Healthy,1,Citrus,Healthy,1,Citrus,Healthy,1,0,0,None,None,0,0
