image_name,class_label,gt_crop,gt_disease,agent,pred_crop,pred_disease,reasoning,confidence,crop_correct,disease_correct,both_correct,parse_failed,reasoning_quality,plausibility
37.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be in good condition with no discoloration, spots, or other indications of a disease such as black spot or canker. The greening is uniform, and there are no signs of chlorosis or other abnormalities. Based on this visual evidence, the confidence in the assessment of the leaf's health is high.",,1,1,1,0,,
b (69).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,The image shows a citrus leaf with no visible signs of disease or damage. The leaf appears to be a healthy green color with no discoloration or spots that are characteristic of common citrus diseases like black spot or greening. The leaf's structure and coloration are consistent with a healthy citrus leaf. Confidence: 1.0,,1,0,0,0,,
42.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth, glossy surface and a distinct, serrated edge, which is characteristic of citrus leaves. There are no visible signs of disease or damage, such as discoloration, spots, or lesions. The leaf appears to be in good condition, with no visible symptoms of black spot, canker, or greening. Confidence: 1.0",,1,1,1,0,,
33.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a glossy surface and a healthy green color. There are no visible signs of disease or damage, such as black spots, yellowing, or discoloration. The leaf appears to be in good condition, which suggests that it is from a healthy plant.",,1,1,1,0,,
g (39).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves, and there are no discolorations or abnormalities that would indicate a disease. The confidence level is 1.0, as the leaf appears to be in excellent health.",,1,0,0,0,,
g (130).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, canker, or greening. The leaf has a normal coloration, with green veins and a yellowish-green surface, which is typical for citrus leaves. The edges of the leaf are slightly curled, which is common in citrus plants. The overall condition of the leaf suggests that it is healthy and not affected by any of the diseases listed. Confidence: 1.0",,1,0,0,0,,
5.png.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease or damage, such as discoloration, spots, or lesions that are characteristic of black spot, canker, or greening diseases. The leaf's structure and coloration are consistent with a healthy citrus leaf. Confidence: 1.0",,1,1,1,0,,
g (30).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf that appears to be in good condition with no visible signs of disease or damage. The leaf is a healthy green color, and there are no discolorations, spots, or other indications of disease or pests. The confidence level is 1.0 as there is no evidence of disease or damage in the image.",,1,0,0,0,,
b (197).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single leaf that appears to be a citrus leaf, possibly from an orange or lemon tree. The leaf is green with a few yellow spots, which could be indicative of a nutrient deficiency or a natural aging process. However, there are no visible signs of black spot, canker, or greening, which are common diseases in citrus crops. The leaf's condition seems to be within the normal range for a healthy citrus leaf. Confidence: 1.0",,1,0,0,0,,
10.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or lesions that are characteristic of common citrus diseases such as black spot or canker. The greening and overall health of the leaf suggest that it is from a healthy plant. Confidence: 1.0",,1,1,1,0,,
b (91).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of dark, irregular spots that are characteristic of black spot disease in citrus plants. The spots are surrounded by a yellow halo, which is typical of the black spot fungus. The leaf appears to be affected by this disease, as evidenced by the presence of these spots and the yellowing around them. The confidence level is high, as the visual evidence is clear and consistent with known symptoms of black spot disease in citrus plants.",,1,1,1,0,,
g (22).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf that appears to be healthy with no visible signs of disease or damage. The leaf has a typical citrus shape with a slightly curved edge and a prominent central vein. The coloration is consistent with a healthy leaf, with no discoloration or spots that would indicate the presence of a disease such as black spot, canker, or greening. The leaf's condition suggests it is from a healthy plant, and no disease is present in this image. Confidence: 1.0",,1,0,0,0,,
88.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with numerous small, round, dark spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus crops. The spots are the result of fungal spores penetrating the leaf's surface and causing the leaf to turn black. The presence of these spots indicates that the leaf is diseased, and the plant is likely suffering from black spot disease.",1.0,1,0,0,0,,
144.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several small, round, dark spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal disease in citrus crops. The spots are typically black or dark brown and can be found on both the upper and lower surfaces of the leaf. The presence of these spots indicates that the leaf is affected by black spot disease.",1.0,1,0,0,0,,
8.png.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf is a healthy green color, which is typical for citrus leaves. There are no spots, discolorations, or other indications of disease or pests. The confidence level is 1.0, as the leaf appears to be in excellent condition.",,1,1,1,0,,
g (91).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a healthy green color and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease such as black spot or canker. The greening is consistent, and there are no signs of abnormal growth or wilting. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of disease.",,1,0,0,0,,
35.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of black spots, which is characteristic of black spot disease in citrus plants. The spots are surrounded by a yellow halo, which is a common symptom of black spot infection. The leaf's condition suggests that it is affected by this fungal disease, which can lead to defoliation and reduced fruit production.",1.0,1,0,0,0,,
g (16).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves, and there are no discolorations or abnormalities that would indicate the presence of a disease. The confidence level is 1.0.",,1,0,0,0,,
135.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with numerous black spots, which are characteristic of black spot disease in citrus plants. The spots are irregularly shaped and appear to be concentrated on the upper surface of the leaf. The surrounding tissue is green, and there are no visible signs of canker or greening. The confidence level is high, as the spots are clearly visible and consistent with the appearance of black spot disease.",,1,0,0,0,,
155.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of dark, irregular spots that are characteristic of black spot disease in citrus plants. The spots are surrounded by a yellow halo, which is indicative of the fungal infection caused by the black spot pathogen. The presence of these spots and halos suggests that the leaf is affected by black spot disease. Confidence: 0.9",,1,0,0,0,,
69.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. The spots are irregularly shaped and have a dark, sunken appearance, which is typical of black spot infection. The leaf also shows some yellowing and discoloration, which could be a result of the disease or other stress factors. The presence of these spots and the overall discoloration suggest that the leaf is affected by black spot disease.",0.9,1,0,0,0,,
g (90).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indicators of a disease such as black spot or canker. The greening is consistent with the natural growth of the leaf, and there are no signs of abnormal growth or decay. Confidence: 1.0",,1,0,0,0,,
g (135).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with no visible signs of disease or damage. The leaf appears to be healthy, with a normal coloration and no discoloration or abnormal growth patterns that would indicate the presence of a disease such as black spot, canker, or greening. The confidence level is 1.0, as the absence of disease is clearly evident.",,1,0,0,0,,
15.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several dark, irregular spots that are characteristic of black spot disease. These spots typically appear as dark, irregular spots on the upper surface of the leaf and are often associated with fungal infections. The presence of these spots indicates that the leaf is affected by black spot disease.",0.9,1,0,0,0,,
b (164).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with no visible signs of disease or damage. The leaf appears to be healthy with a normal green color, and there are no spots, discolorations, or other abnormalities that would indicate the presence of a disease such as black spot or canker. The leaf's structure and coloration are consistent with a healthy citrus leaf. Confidence: 1.0",,1,0,0,0,,
b (49).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of dark spots, which is characteristic of black spot disease in citrus plants. The spots are dark and irregularly shaped, and they are surrounded by a yellow halo, which is typical of black spot infection. The leaf also shows some yellowing and discoloration, which could be a result of the disease or other stress factors. The confidence level is high, as the visual evidence is consistent with the symptoms of black spot disease in citrus plants.",,1,1,1,0,,
g (87).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy with no visible signs of disease or damage. The leaf is green and has a typical citrus leaf shape with a serrated edge. There are no discolorations, spots, or other abnormalities that would indicate the presence of a disease such as black spot, canker, or greening. The confidence in this assessment is high, as there are no visual cues to suggest any disease or issue with the leaf.",,1,0,0,0,,
55.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of damage or disease. The leaf appears to be a healthy citrus leaf, with no discoloration, spots, or other indications of a disease such as black spot, canker, or greening. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of disease.",,1,1,1,0,,
g (95).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease or damage, such as black spots, cankers, or discoloration. The leaf is a vibrant green color, which is typical for citrus leaves, and the edges are crisp and well-defined. The overall condition of the leaf suggests it is healthy and not affected by any known citrus diseases. Confidence: 1.0",,1,0,0,0,,
g (124).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy citrus leaf, with no discoloration, spots, or other indications of disease or stress. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of any disease or issue present.",,1,0,0,0,,
36.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. The spots are irregularly shaped and have a dark, necrotic appearance. The surrounding tissue appears healthy, but the presence of these spots indicates that the leaf is affected by black spot disease. The confidence level is high, as the spots are clearly visible and typical of black spot infection in citrus plants.",,1,0,0,0,,
b (166).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single leaf with a few small spots, which could be indicative of a nutrient deficiency or a natural variation in leaf color. However, there are no signs of the typical symptoms of black spot disease, such as dark, irregular spots with a yellow halo, or the characteristic canker lesions. The leaf appears to be in good condition, with no significant discoloration or damage. The greening is consistent with normal leaf development, and the overall appearance of the leaf is consistent with healthy citrus foliage. Confidence: 1.0",,1,0,0,0,,
111.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several small, dark spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal infection in citrus plants. The spots are typically round or irregular in shape and can be found on both the upper and lower surfaces of the leaf. The presence of these spots indicates that the leaf is diseased, and the plant may be affected by black spot disease.",0.9,1,0,0,0,,
b (198).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indicators of a disease like black spot or canker. The greening and overall health of the leaf suggest it is from a healthy plant. Confidence: 1.0",,1,0,0,0,,
b (67).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single leaf with a healthy green color and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease or pest problem. The confidence level is 1.0 because the image is clear and there is no ambiguity about the health of the leaf.",,1,0,0,0,,
b (244).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The leaf in the image appears to be a healthy citrus leaf, with no visible signs of disease or damage. The coloration is consistent, and there are no discolorations or spots that are characteristic of common citrus diseases such as black spot or canker. The leaf's structure and coloration are typical of a healthy citrus leaf, suggesting that the plant is in good health. Confidence: 1.0",,1,0,0,0,,
60.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of black spots, which is characteristic of black spot disease in citrus crops. The spots are irregularly shaped and are surrounded by a yellow halo, which is indicative of the fungal infection caused by the black spot pathogen. The presence of these spots and the yellow halos suggest that the leaf is affected by black spot disease.",1.0,1,0,0,0,,
g (29).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of black spot, canker, or greening, which are common diseases in citrus plants. The leaf has a normal coloration, with green veins and a yellowish-green surface, which is typical for citrus leaves. The edges of the leaf are not curled or discolored, and there are no visible spots or lesions that would indicate the presence of a disease. The confidence in this assessment is high, as the leaf appears to be in good health.",,1,0,0,0,,
117.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of dark spots and yellow lesions, which are characteristic of black spot disease in citrus plants. The spots are concentrated on the upper surface of the leaf, and the yellow lesions are scattered across the leaf. This pattern is indicative of black spot, a common fungal disease in citrus crops. The confidence level is high, as the visual evidence clearly shows the typical symptoms of black spot disease.",,1,0,0,0,,
b (160).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single leaf that appears to be from a citrus tree, given the shape and structure of the leaf. There are no visible signs of disease or damage on the leaf, such as discoloration, spots, or lesions. The leaf is a healthy green color, indicating that it is not affected by any known citrus diseases like Black Spot or Canker. The absence of any abnormalities or discoloration suggests that the leaf is in good health. Confidence: 1.0",,1,0,0,0,,
2.png.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf, which appears to be healthy without any visible signs of disease or damage. The leaf has a vibrant green color, which is typical for citrus leaves, and there are no discolorations, spots, or other abnormalities that would indicate a disease or pest problem. The leaf is also intact without any signs of damage or injury.",1.0,1,1,1,0,,
37.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of black spots, which is characteristic of black spot disease in citrus crops. The spots are irregularly shaped and have a dark, necrotic appearance, which is indicative of the black spot fungus. The presence of these spots suggests that the leaf is diseased.",0.9,1,0,0,0,,
17.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. These spots are the result of fungal infection, and the presence of multiple spots on the leaf indicates that the plant is affected by this disease. The confidence level is high, as the visual evidence of the black spots is clear and consistent with the symptoms of black spot disease in citrus plants.",,1,0,0,0,,
92.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple small, round spots that are yellowish-green in color. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus trees. The presence of these spots indicates that the leaf is diseased, and the tree may be suffering from black spot infection.",1.0,1,0,0,0,,
57.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy with no visible signs of disease such as black spot, canker, or greening. The leaf has a normal coloration and structure, indicating that it is not affected by any of the diseases listed. The confidence level is 1.0, as the absence of disease is clearly evident.",,1,0,0,0,,
b (78).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several black spots, which are characteristic of black spot disease. The spots are dark and irregular, and the leaf itself appears to be slightly discolored with some yellowing. These symptoms are indicative of black spot, a common fungal disease in citrus crops. The confidence level is high, as the visual evidence clearly shows the presence of black spots on the leaf.",,1,1,1,0,,
g (203).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy and free of any visible signs of disease or damage. The leaf is green, which is typical for citrus leaves, and there are no discolorations, spots, or other abnormalities that would indicate a disease such as black spot, canker, or greening. The leaf's structure and coloration are consistent with a healthy citrus leaf, and there are no signs of wilting, browning, or other symptoms that would suggest a problem.",1.0,1,0,0,0,,
58.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy with no visible signs of disease or damage. The leaf is a vibrant green color, and there are no discolorations, spots, or other abnormalities that would indicate the presence of a disease such as black spot or canker. The leaf's structure and coloration are consistent with a healthy citrus leaf. Confidence: 1.0",,1,1,1,0,,
g (6).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy with no visible signs of disease such as black spot, canker, or greening. The leaf is a typical shape for citrus leaves, with a serrated edge and a glossy surface. The coloration is consistent, with no discoloration or spots that would indicate a disease. The confidence level is high, as there is no evidence of disease in the image.",,1,0,0,0,,
39.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy citrus leaf with a typical citrus leaf shape and structure. There are no discolorations, spots, or other indications of disease or pests that would suggest a diseased or damaged leaf. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of disease or damage.",,1,1,1,0,,
106.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease in citrus plants. The spots are irregularly shaped and have a dark, necrotic appearance, which is indicative of the black spot fungus. The confidence level is high, as the spots are clearly visible and match the typical appearance of black spot lesions.",,1,0,0,0,,
136.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus crops. The black spots are the result of fungal spores infecting the leaf tissue, and the presence of these spots indicates that the leaf is diseased. The confidence level is high, as the spots are clearly visible and consistent with the typical appearance of black spot disease.",,1,0,0,0,,
b (59).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with no visible signs of disease or damage. The leaf appears to be healthy with a normal coloration and no discoloration or spots that are characteristic of common citrus diseases such as black spot or canker. The confidence level is high, as there is no evidence of disease or damage in the image provided.",,1,0,0,0,,
31.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth, glossy surface and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease or pest problem. The confidence level is 1.0, as there is no evidence of disease or damage in the image provided.",,1,1,1,0,,
32.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf that appears to be healthy, with no visible signs of disease or damage. The leaf is a typical shape for citrus leaves, with a serrated edge and a prominent midrib. The coloration is consistent with healthy citrus leaves, which are usually a bright green. There are no discolorations, spots, or other abnormalities that would indicate the presence of a disease. The confidence in this assessment is high, as the absence of disease is clearly evident.",,1,1,1,0,,
g (198).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, canker, or greening. The leaf has a normal coloration, with green veins and a yellowish-green surface, which is typical for citrus leaves. The edges of the leaf are slightly curled, which is common in citrus leaves. There are no visible signs of damage or discoloration that would indicate the presence of a disease. The confidence level is high that the leaf is healthy.",,1,0,0,0,,
152.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with numerous small, dark spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus crops. The spots are the result of fungal spores that infect the leaf tissue, causing the characteristic black spots. The presence of these spots indicates that the leaf is affected by black spot disease.",1.0,1,0,0,0,,
b (271).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, canker, or greening. The leaf has a typical citrus leaf shape with a smooth surface and no discoloration or abnormal growth patterns. The confidence level is high that the leaf is healthy.",,1,0,0,0,,
g (167).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. This disease is caused by the fungus Diplocarpon earleni and is one of the most common and destructive diseases of citrus trees. The black spots are the fruiting bodies of the fungus and are indicative of the presence of the disease. The confidence level is high, as the spots are clearly visible and typical of black spot infection.",,1,0,0,0,,
b (2).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a citrus leaf that appears to be healthy, with no visible signs of disease such as black spots, canker, or greening. The leaf has a normal green color, and the edges are crisp and well-defined. There are no discolorations or abnormalities that would indicate the presence of a disease. The confidence level is 1.0, as there is no evidence of disease in the image.",,1,0,0,0,,
b (174).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf is a healthy green color, which is typical for citrus leaves. There are no spots, discolorations, or other abnormalities that would indicate the presence of a disease such as black spot or canker. The confidence level is 1.0, as there is no evidence of disease in the image.",,1,0,0,0,,
115.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease in citrus plants. The spots are round and have a yellow halo around them, which is typical for black spot. The presence of these spots indicates that the leaf is affected by black spot disease.",1.0,1,0,0,0,,
g (100).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy with no visible signs of disease or damage. The leaf has a vibrant green color, and the edges are crisp and well-defined. There are no discolorations, spots, or other abnormalities that would indicate the presence of a disease such as black spot, canker, or greening. The confidence level is 1.0 as there is no evidence of disease in the image provided.",,1,0,0,0,,
11.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be in good condition with a healthy green color and no discoloration or spots that are characteristic of common citrus diseases such as black spot or canker. The confidence level is 1.0 as there is no evidence of disease or damage on this leaf.,,1,1,1,0,,
109.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several black spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus crops. The black spots are the visible fruiting bodies of the fungus, and their presence on the leaf indicates that the plant is affected by this disease. The confidence level is high, as the spots are clearly visible and typical of black spot disease.",,1,0,0,0,,
b (225).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease such as black spot or canker. The greening is consistent, and the edges of the leaf are clean and well-defined. The confidence level is 1.0, as there is no evidence of disease in this image.",,1,0,0,0,,
4.png.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with no visible signs of disease or damage. The leaf appears to be a healthy green color, with no discoloration, spots, or other indicators of a disease such as black spot or canker. The leaf's structure and coloration are consistent with a healthy citrus leaf, which suggests that the plant is not currently affected by any known citrus diseases.",1.0,1,1,1,0,,
33.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. The spots are round and have a dark center, which is typical of black spot lesions. The surrounding tissue appears to be healthy, but the presence of these spots indicates that the leaf is affected by black spot disease. The confidence level is high, as the spots are clearly visible and the leaf is a typical citrus leaf.",,1,0,0,0,,
b (140).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Canker,"The image shows a citrus leaf with a distinct canker lesion. The lesion is characterized by a dark, sunken area with a yellowish halo around it, which is indicative of a canker infection. This type of disease is caused by bacterial or fungal pathogens and can lead to the death of the leaf and, in severe cases, the tree itself. The presence of this lesion suggests that the tree is affected by a canker disease, which can impact the overall health and productivity of the citrus crop.",1.0,1,0,0,0,,
16.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy citrus leaf, with no discoloration, spots, or other indicators of disease. The confidence level is 1.0, as the absence of disease is clearly visible.",,1,1,1,0,,
160.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy. There are no visible signs of disease such as black spots, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves. The edges of the leaf are slightly browned, which could be due to natural aging or environmental stress, but it does not indicate a disease. The confidence level is high that the leaf is healthy.",,1,0,0,0,,
g (44).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy citrus leaf, with no discoloration, spots, or other indications of disease or stress. The confidence level is 1.0, as the absence of disease is clearly evident.",,1,0,0,0,,
bl (4).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a healthy appearance. There are no visible signs of disease or damage, such as black spots, cankers, or greening. The leaf is a vibrant green color, which is typical for citrus leaves, and there are no discolorations or abnormalities that would indicate a disease or pest problem. The confidence level is 1.0, as there is no evidence of disease or damage in the image.",,1,0,0,0,,
b (44).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with a few brown spots, which could be indicative of black spot disease. However, upon closer examination, it is evident that the spots are not the typical black color associated with black spot, but rather a brown discoloration. This discoloration is not consistent with the characteristic black spots of black spot disease. Additionally, the leaf does not exhibit the typical symptoms of black spot, such as the presence of black spots surrounded by a yellow halo, which are characteristic of black spot on citrus. The leaf appears to be in a healthy condition, with no signs of the disease. Confidence: 1.0",,1,1,1,0,,
34.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. These spots are the result of fungal infection, and the presence of multiple spots on the leaf indicates that the plant is affected by this disease. The confidence level is high, as the spots are clearly visible and consistent with the symptoms of black spot disease in citrus plants.",,1,0,0,0,,
g (72).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a bright green color and a smooth surface with no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease such as black spot or canker. The greening is a natural process in citrus leaves, and the absence of any abnormalities or discoloration suggests that the leaf is healthy. Confidence: 1.0",,1,0,0,0,,
g (191).png,"Citrus,Greening",Citrus,Greening,qwen2.5vl:7b,Citrus,Greening,"The leaf shows symptoms of Citrus Greening disease, which is characterized by yellowing and mottling of the leaf, as well as a distorted shape. These symptoms are indicative of the disease, which is caused by a bacterium and is a significant threat to citrus crops.",0.95,1,1,1,0,,
